Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Steve Schmoll","NYM","AA,AAA","26-28",14,0,3,0,0.75,0.25,0,0,0.45454545,0.18181818,0.36363636,0.06451613,11,20,31,"5495"
"Francisco Peguero","SFG","A,A-,A+,AA,AAA,R","18-31",4829,0.36190476,2.09048724,0.1853211,0.55107034,0.26360856,0.17517401,0.112529,0.40430551,0.24299617,0.35269832,0.14673959,3488,8397,11885,"5496"
"Marwin Gonzalez","CHC","A,A-,A+,AA,AAA,CPX,R","17-32",2218,0.29668412,1.5557656,0.14484503,0.52055661,0.33459836,0.19659735,0.02646503,0.45338208,0.2559415,0.29067642,0.11952352,1457,3496,4953,"5497"
"Arodys Vizcaino","ATL","AA,AAA","20-30",13,0,0,0,0,0,0,0,0.25,0.75,0,0.09090909,23,32,55,"5498"
"Geoff Blum","HOU","A+,AA,AAA,R","36-39",103,0.30379747,0.84375,0.25316456,0.34177215,0.40506329,0.5,0.0625,0.58227848,0.15189873,0.26582278,0.07917889,137,204,341,"550"
"Corban Joseph","NYY","A,A+,AA,AAA,R","19-32",4929,0.32312739,1.03402778,0.20494028,0.40418024,0.39087948,0.14097222,0.06597222,0.45336168,0.25006644,0.29657188,0.07960166,5542,9420,14962,"5503"
"George Kottaras","SDP","AA,AAA","23-33",1794,0.30326296,1.0617284,0.17632552,0.42416769,0.39950678,0.2191358,0.15123457,0.53836784,0.22655298,0.23507917,0.09556985,2339,3259,5598,"5506"
"Dana Eveland","MIL","AAA","22-32",97,0.2826087,11,0.17241379,0.75862069,0.06896552,0,0,0.27027027,0.35135135,0.37837838,0.05072464,102,174,276,"5508"
"Jesus Montero","NYY","A,A+,AA,AAA,R","17-28",3775,0.34863755,1.31389183,0.20248538,0.45285088,0.34466374,0.15482503,0.13255567,0.43509272,0.27104137,0.29386591,0.13393254,3821,7416,11237,"5514"
"Kyle Higashioka","NYY","A,A-,A+,AA,AAA,R","18-29",2556,0.26625903,0.68530702,0.17232095,0.33656435,0.4911147,0.22258772,0.09320175,0.51980983,0.23666138,0.24352879,0.13813317,2145,4508,6653,"5517"
"Tim Dillard","MIL","AA,AAA","22-34",184,0.24347826,2.09090909,0.17073171,0.56097561,0.26829268,0.09090909,0.09090909,0.4494382,0.25842697,0.29213483,0.16627635,95,332,427,"5518"
"Ruben Tejada","NYM","A+,AA,AAA,R","17-31",3563,0.31072376,1.11538462,0.17973231,0.43250478,0.38776291,0.16666667,0.03155819,0.43052983,0.24008892,0.32938125,0.10211694,3450,6470,9920,"5519"
"James McDonald","LAD","AA,AAA","22-28",73,0.18181818,2.25,0.16129032,0.58064516,0.25806452,0.125,0,0.28205128,0.30769231,0.41025641,0.1840796,58,143,201,"5523"
"Madison Bumgarner","SFG","AA,AAA","19-28",25,0.58333333,3,0.38461538,0.46153846,0.15384615,0,1,0.26666667,0.33333333,0.4,0.30434783,17,52,69,"5524"
"Maikel Cleto","STL","AA,AAA","22-27",37,0.125,2.75,0,0.73333333,0.26666667,0.25,0,0.15789474,0.42105263,0.42105263,0.20325203,32,91,123,"5529"
"Raul Chavez","BAL","AA,AAA","33-38",1100,0.24439462,1.07857143,0.18373072,0.42356241,0.39270687,0.29285714,0.03928571,0.47218453,0.22252374,0.30529172,0.07450845,936,1963,2899,"553"
"Nik Turley","SFG","AAA","25-25",26,0.11111111,3,0.05882353,0.70588235,0.23529412,0,0,0.23809524,0.19047619,0.57142857,0.07777778,27,63,90,"5530"
"Jared Wells","SDP","AA,AAA","24-30",64,0.24137931,3,0,0.75,0.25,0,0,0.44444444,0.55555556,0,0.2183908,18,69,87,"5538"
"Matt Harrison","ATL","AA","20-21",37,0.2,1.5,0,0.6,0.4,0,0,0.16666667,0.33333333,0.5,0.54285714,4,31,35,"5551"
"Jamie Romak","ATL","A,A+,AA,AAA","20-31",4833,0.30442177,0.75055845,0.17130772,0.3553049,0.47338738,0.24646314,0.1362621,0.49241902,0.24259132,0.26498966,0.14036592,5069,8923,13992,"5552"
"Jair Jurrjens","ATL","AAA","24-31",48,0.16666667,5.66666667,0.09090909,0.77272727,0.13636364,0.33333333,0,0.24137931,0.44827586,0.31034483,0.09411765,52,118,170,"5556"
"Jarrod Saltalamacchia","ATL","A+,AA,AAA,R","21-33",1283,0.27866667,0.70916335,0.19360902,0.33458647,0.47180451,0.19123506,0.11155378,0.46040516,0.26887661,0.27071823,0.1409238,1299,2100,3399,"5557"
"Jo-Jo Reyes","ATL","AA,AAA","22-31",53,0.23809524,1.25,0.1,0.5,0.4,0.625,0,0.40740741,0.22222222,0.37037037,0.16402116,57,132,189,"5559"
"Morgan Ensberg","HOU","AAA","30-32",211,0.23966942,0.79245283,0.15929204,0.37168142,0.46902655,0.24528302,0.09433962,0.55833333,0.175,0.26666667,0.09422111,334,462,796,"556"
"Ty Taubenheim","PIT","AA,AAA","25-27",38,0.1875,3.66666667,0.125,0.6875,0.1875,0,0,0.31578947,0.42105263,0.26315789,0.08823529,44,92,136,"5561"
"Sean White","ATL","AA,AAA","25-32",37,0.21428571,3,0,1,0,0,0,0.33333333,0.33333333,0.33333333,0.18965517,17,41,58,"5564"
"Josh Banks","SDP","AAA","25-28",87,0.24,6.16666667,0.10416667,0.77083333,0.125,0.33333333,0,0.53703704,0.25925926,0.2037037,0.06325301,107,225,332,"5570"
"Evan MacLane","NYM","AA,AAA","23-27",162,0.26744186,1.69565217,0.15068493,0.53424658,0.31506849,0.26086957,0,0.31578947,0.32631579,0.35789474,0.10261194,190,346,536,"5576"
"Drew T. Anderson","MIL","AA,AAA","25-29",2223,0.35592105,1.50406504,0.2,0.48051948,0.31948052,0.14092141,0.08401084,0.36241611,0.23489933,0.40268456,0.11172046,2252,4130,6382,"5578"
"Carlos Corporan","MIL","A+,AA,AAA","22-34",2106,0.29847645,0.93240557,0.19669421,0.38760331,0.41570248,0.1888668,0.07952286,0.44189723,0.24031621,0.31778656,0.14197415,1663,3676,5339,"5587"
"Mitch Maier","KCR","AA,AAA","24-32",2034,0.33129667,0.93577982,0.1938873,0.38968481,0.41642789,0.16972477,0.08027523,0.44434051,0.25724977,0.29840973,0.08032726,2018,3360,5378,"5588"
"Hector Ambriz","ARI","AA,AAA","24-31",77,0.25490196,0.83333333,0.15384615,0.38461538,0.46153846,0.04166667,0.04166667,0.36842105,0.31578947,0.31578947,0.125,62,138,200,"559"
"Reggie Willits","LAA","A+,AAA","25-30",1102,0.344,1.35947712,0.19058296,0.46636771,0.34304933,0.2745098,0.00653595,0.42516269,0.22559653,0.34924078,0.05523256,1100,1652,2752,"5590"
"Matt Kemp","LAD","A+,AA,AAA","21-34",703,0.38142292,1.03896104,0.22660099,0.39408867,0.37931034,0.12987013,0.09090909,0.47368421,0.22009569,0.3062201,0.13539446,331,607,938,"5631"
"Lucas May","LAD","A,A+,AA,AAA","21-29",3014,0.30310749,0.70062112,0.18608799,0.3353151,0.47859691,0.24596273,0.09565217,0.46260069,0.25489068,0.28250863,0.15497707,2495,4919,7414,"5633"
"Tyler Clippard","WSN","AAA","23-36",15,0.08333333,0.8,0,0.44444444,0.55555556,0.2,0,0.16666667,0.41666667,0.41666667,0.04761905,14,28,42,"5640"
"Julio Lugo","BOS","AAA","33-35",77,0.27272727,0.875,0.16666667,0.38888889,0.44444444,0.16666667,0.04166667,0.5,0.27586207,0.22413793,0.05923345,116,171,287,"565"
"Ryan Roberts","TOR","AAA","25-34",2739,0.3137045,0.88649425,0.19546569,0.37806373,0.42647059,0.18103448,0.07902299,0.45536791,0.27683957,0.26779252,0.08080464,3612,5187,8799,"5653"
"Neftali Soto","CIN","A,A+,AA,AAA,R","18-28",4602,0.31724562,1.44475395,0.20740518,0.46839253,0.32420229,0.15320334,0.13277623,0.425,0.24029412,0.33470588,0.14191419,4394,9241,13635,"5663"
"Yamaico Navarro","BOS","A,A-,A+,AA,AAA,R","18-31",3191,0.3111413,1.12244898,0.1532567,0.44779693,0.39894636,0.21608643,0.1092437,0.45616503,0.24566338,0.29817159,0.12467794,3251,5676,8927,"5665"
"Devin Mesoraco","CIN","A,A+,AA,AAA,R","19-29",1906,0.2962675,0.88339223,0.18873668,0.3805175,0.43074581,0.25265018,0.10954064,0.53846154,0.21745562,0.24408284,0.1692778,1787,3530,5234,"5666"
"Steven Souza Jr.","WSN","A,A-,A+,AA,AAA,R","18-33",3327,0.31995937,0.86636971,0.16906296,0.38572137,0.44521567,0.21492205,0.12583519,0.42309535,0.25682798,0.32007667,0.18008718,3026,5692,8718,"5667"
"Henderson Alvarez III","MIA","AA,AAA","23-29",16,0.4,0.33333333,0.27272727,0.18181818,0.54545455,0,0.16666667,0.54545455,0.18181818,0.27272727,0.23255814,11,32,43,"5669"
"Jason Berken","SFG","AAA","30-31",41,0.27777778,2.5,0.17647059,0.58823529,0.23529412,0,0,0.45454545,0.31818182,0.22727273,0.09589041,42,104,146,"5673"
"A.J. Ellis","LAD","A+,AA,AAA","25-33",1778,0.33361486,1.35757576,0.20934959,0.45528455,0.33536585,0.16363636,0.04545455,0.33465347,0.26039604,0.4049505,0.06043221,2223,3006,5229,"5677"
"Brooks Brown","ARI","AA,AAA","22-30",54,0.35294118,6,0.125,0.75,0.125,0.5,0,0.16666667,0.38888889,0.44444444,0.26470588,11,91,102,"5679"
"Wade Miller","CHC","AA,AAA","29-30",13,0.5,1,0.5,0.25,0.25,0,0,0.25,0.5,0.25,0,1,11,12,"568"
"Junior Guerra","ATL","A,AA,AAA","21-32",64,0.17777778,1,0.25,0.375,0.375,0,0,0.36363636,0.36363636,0.27272727,0.06666667,5,25,30,"5702"
"Greg Reynolds","COL","AA,AAA","21-30",73,0.2,2.75,0.11764706,0.64705882,0.23529412,0.125,0,0.38636364,0.27272727,0.34090909,0.06557377,78,166,244,"5712"
"Jai Miller","FLA","A+,AA,AAA","21-27",2988,0.34874759,0.89126853,0.18175339,0.38560228,0.43264433,0.11861614,0.18286656,0.43975069,0.26939058,0.29085873,0.18364312,3524,5891,9415,"5715"
"Joshua Rodriguez","CLE","A-,A+,AA,AAA","21-34",5819,0.32047556,1.04933982,0.19139018,0.41403894,0.39457088,0.14454482,0.1028492,0.42433947,0.26607953,0.309581,0.11074884,7192,11824,19016,"5716"
"Levale Speigner","WSN","AA,AAA","26-28",19,0.375,2,0.14285714,0.57142857,0.28571429,0,0,0.3,0.3,0.4,0.07692308,36,55,91,"5717"
"Tim Redding","WSN","AAA","29-33",45,0.20833333,1.5,0.13043478,0.52173913,0.34782609,0.25,0,0.32258065,0.35483871,0.32258065,0.12307692,38,92,130,"573"
"Edwin Maysonet","HOU","A+,AA,AAA,R","24-31",2769,0.29875312,1.07987711,0.19404762,0.41845238,0.3875,0.21966206,0.03993856,0.45272206,0.25272206,0.29455587,0.09457384,2596,5218,7814,"5735"
"Jose De Paula","SDP","AA,AAA","25-26",18,0.28571429,5,0.14285714,0.71428571,0.14285714,1,0,0.625,0,0.375,0.15151515,16,50,66,"5744"
"Hernan Perez","DET","A,A+,AA,AAA,R","17-32",3988,0.30623126,1.10247652,0.1820598,0.42890365,0.38903654,0.22715628,0.04953032,0.43475452,0.25807494,0.30717054,0.15493098,2861,7208,10069,"5751"
"Avisail Garcia","DET","A,A+,AA,AAA,R","17-32",2539,0.35356347,1.80656934,0.14555556,0.55,0.30444444,0.14963504,0.09671533,0.4414463,0.22342148,0.33513222,0.27181715,1139,4155,5294,"5760"
"Tom Mastny","FLA","AAA","29-29",21,0.14285714,0.33333333,0.33333333,0.16666667,0.5,0.33333333,0,0.33333333,0.33333333,0.33333333,0.13513514,24,50,74,"5768"
"Daryle Ward","CHC","AA,AAA","32-39",586,0.28992629,1.14556962,0.17518248,0.44038929,0.38442822,0.21518987,0.09493671,0.43026005,0.23877069,0.33096927,0.06025641,969,1371,2340,"579"
"Gregg Zaun","TOR","A+,AAA","35-37",24,0.11764706,1.75,0.26666667,0.46666667,0.26666667,0.25,0.25,0.4,0.13333333,0.46666667,0.08823529,27,41,68,"580"
"Alan Zinter","HOU","AAA","38-38",248,0.3115942,,,,,,,,,,,,,,"581"
"Kenji Johjima","SEA","AAA","33-33",14,0.36363636,1.25,0.18181818,0.45454545,0.36363636,0.25,0,0.54545455,0.27272727,0.18181818,0.12962963,17,37,54,"5811"
"Blake Davis","BAL","A,A-,A+,AA,AAA","22-30",3045,0.30953437,1.36312849,0.18221363,0.47172547,0.3460609,0.12290503,0.0349162,0.41802896,0.25875759,0.32321345,0.13299729,2299,5438,7737,"5812"
"Wilmer Flores","NYM","A,A-,A+,AA,AAA,R","16-27",3304,0.31652444,0.91468777,0.16140216,0.40061633,0.43798151,0.17766051,0.06948109,0.44981273,0.24307116,0.3071161,0.13156463,2020,5330,7350,"5827"
"Brett Pill","SFG","A,A-,A+,AA,AAA","21-28",3637,0.29913917,0.96276113,0.18545043,0.39954768,0.41500188,0.24159855,0.09809264,0.50973907,0.22932745,0.26093348,0.13953215,2527,5980,8507,"5834"
"Chad Billingsley","LAD","AAA","21-30",13,0.16666667,1,0.5,0.5,0,0,0,1,0,0,0,3,6,9,"5842"
"Radhames Liz","SDP","AAA","26-34",27,0.2,10,0.26666667,0.66666667,0.06666667,0,0,0.27777778,0.22222222,0.5,0.16129032,22,71,93,"5843"
"Russell Mitchell","LAD","A,A+,AA,AAA","21-27",3358,0.29295533,0.94221698,0.15883555,0.40806946,0.43309499,0.25471698,0.10849057,0.53553801,0.23000987,0.23445212,0.13775944,2850,5389,8239,"5848"
"Danny Ardoin","COL","A+,AAA","31-34",505,0.30182927,1.44444444,0.18243243,0.48310811,0.33445946,0.19191919,0.06060606,0.45192308,0.25,0.29807692,0.10333333,711,1089,1800,"585"
"Jamie D'Antona","ARI","AA,AAA","24-26",1508,0.35273053,1.06896552,0.22178988,0.40207523,0.37613489,0.15172414,0.11724138,0.3888183,0.24142313,0.36975858,0.09188225,1213,2150,3363,"5851"
"Miguel Asencio","COL","AA,AAA","25-26",31,0.07142857,0,0,0,1,0,0,0,0.75,0.25,0.53846154,0,13,13,"586"
"Jason Motte","STL","A+,AA,AAA","24-34",39,0.34782609,0,0,0,1,0,0,1,0,0,0.75,0,4,4,"5861"
"Gonzalez Germen","NYM","AA,AAA","24-28",24,0.22222222,3,0,0.75,0.25,0.5,0,0.5,0.33333333,0.16666667,0.15277778,19,53,72,"5876"
"Cory Bailey","CHC","AAA","36-36",11,0.25,4,0,1,0,0,0,0.16666667,0.5,0.33333333,0.05128205,14,25,39,"588"
"John Jaso","TBD","A+,AA,AAA","22-31",1782,0.31087289,1.1890411,0.1993988,0.43486974,0.36573146,0.21369863,0.07945205,0.47156863,0.25882353,0.26960784,0.09080558,1346,2167,3513,"5887"
"Cole Gillespie","MIL","A+,AA,AAA,R","22-33",4307,0.33171071,1.08584906,0.19978284,0.41657619,0.38364097,0.18018868,0.08584906,0.41607649,0.24752125,0.33640227,0.09698339,5440,8284,13724,"5888"
"Carlos Beltran","NYM","A-,A+","32-38",86,0.38709677,1.30434783,0.13114754,0.49180328,0.37704918,0.08695652,0,0.38709677,0.32258065,0.29032258,0.18823529,54,116,170,"589"
"Eddie Bonine","PHI","AA,AAA","30-32",15,0.09090909,4,0.09090909,0.72727273,0.18181818,0.5,0,0.41666667,0.25,0.33333333,0.03030303,8,25,33,"5890"
"Darin Downs","CHC","AA,AAA","23-26",16,0.2,4,0,0.8,0.2,0,0,0.6,0,0.4,0.12698413,22,41,63,"5903"
"Sean Marshall","CHC","AAA","23-31",19,0.16666667,1,0.11111111,0.44444444,0.44444444,0.25,0,0.44444444,0.11111111,0.44444444,0.13333333,12,33,45,"5905"
"Pat Misch","SFG","AA,AAA","24-33",146,0.20547945,2,0.12068966,0.5862069,0.29310345,0.23529412,0,0.35616438,0.30136986,0.34246575,0.09501188,115,306,421,"5909"
"Angel Berroa","KCR","A-,AAA","30-38",1977,0.32575758,1.30769231,0.18809202,0.46008119,0.35182679,0.21538462,0.125,0.52262295,0.21114754,0.26622951,0.10406665,2406,4676,7082,"591"
"Leury Garcia","TEX","A,A+,AA,AAA,R","17-31",2765,0.33860275,2.10251451,0.16934231,0.56292077,0.26773692,0.18955513,0.04642166,0.41707799,0.23988154,0.34304047,0.16430161,2105,5083,7188,"5913"
"Ryan Sadowski","SFG","AA,AAA","24-26",36,0.26315789,15,0.05882353,0.88235294,0.05882353,0,0,0.29166667,0.33333333,0.375,0.16513761,27,82,109,"5916"
"Juan Brito","ARI","AAA","28-29",493,0.32634731,1.39583333,0.20689655,0.46206897,0.33103448,0.20833333,0.0625,0.45394737,0.26973684,0.27631579,0.11004785,304,532,836,"592"
"Daric Barton","OAK","A+,AA,AAA,R","20-32",3348,0.29511192,0.78903826,0.19647004,0.35438922,0.44914073,0.17993795,0.08479835,0.47522936,0.24678899,0.27798165,0.05738088,5675,7169,12844,"5928"
"Dee Brown","KCR","AA,AAA","28-31",1921,0.30254545,1.0807601,0.16172249,0.4354067,0.40287081,0.22565321,0.11163895,0.3945642,0.23055295,0.37488285,0.07444304,2206,3315,5521,"593"
"Nick Markakis","BAL","AA","28-28",12,0.16666667,2,0.25,0.5,0.25,0,1,0.75,0.25,0,0.05263158,26,31,57,"5930"
"Jean Segura","LAA","A,A+,AA,AAA,R","17-32",1817,0.34146341,1.54966887,0.15322581,0.51466276,0.33211144,0.14790287,0.05739514,0.35380321,0.2679693,0.37822749,0.11960386,1188,2750,3938,"5933"
"Mark Saccomanno","HOU","AA,AAA","26-30",2437,0.30540701,0.74193548,0.18770438,0.34597776,0.46631785,0.21598878,0.10659187,0.42145594,0.27139208,0.30715198,0.11682243,2810,5108,7918,"5938"
"Jesus Sucre","ATL","A,A+,AA,AAA,R","18-31",2371,0.29164504,1.49832776,0.16442953,0.50111857,0.3344519,0.22742475,0.03344482,0.44347826,0.23967391,0.31684783,0.12524462,1580,4041,5621,"5942"
"Ian Stewart","COL","AA,AAA","21-30",2059,0.31026059,1.07988981,0.17845484,0.4265506,0.39499456,0.17906336,0.184573,0.4656811,0.2407603,0.29355861,0.12261404,2451,3731,6182,"5950"
"Jeremy Horst","CIN","AA,AAA","23-29",22,0.18181818,3.5,0.1,0.7,0.2,0.5,0,0.45454545,0,0.54545455,0.1369863,21,52,73,"596"
"Wesley Wright","LAD","AA,AAA","21-32",34,0.1,1.42857143,0.05555556,0.55555556,0.38888889,0.57142857,0,0.4,0.2,0.4,0.15178571,35,77,112,"5960"
"Xavier Paul","LAD","A+,AA,AAA","21-32",2586,0.35652174,1.38818565,0.19943423,0.46534653,0.33521924,0.14345992,0.12236287,0.41466758,0.2823852,0.30294722,0.13800176,2482,4344,6826,"5963"
"Pedro Viola","CIN","AA,AAA","24-26",13,0.25,2,0.25,0.5,0.25,0,0,0,0,1,0.5,1,31,32,"5971"
"Francisley Bueno","ATL","AA,AAA","25-32",57,0.375,3.4,0.15384615,0.65384615,0.19230769,0.4,0,0.25806452,0.29032258,0.4516129,0.01587302,11,52,63,"5980"
"Randall Delgado","ATL","AA,AAA,R","17-29",61,0.17142857,2.375,0.18181818,0.57575758,0.24242424,0.75,0,0.4,0.31111111,0.28888889,0.16939891,44,139,183,"5985"
"Mike Aviles","KCR","AAA","25-36",1731,0.30235883,1.03731343,0.18018018,0.41741742,0.4024024,0.19651741,0.09452736,0.44270323,0.25367287,0.3036239,0.0639521,1497,2678,4175,"5986"
"Kevin Kouzmanoff","CLE","AA,AAA","24-32",1283,0.33572895,1.28340081,0.19543509,0.45221113,0.35235378,0.13360324,0.08502024,0.42917251,0.25245442,0.31837307,0.11851852,945,2025,2970,"5995"
"Conor Jackson","ARI","A+,AAA,R","27-31",444,0.26911315,0.8943662,0.18237082,0.38601824,0.43161094,0.3028169,0.07042254,0.45994065,0.23442136,0.30563798,0.05726601,641,983,1624,"5997"
"Jamie Burke","TEX","AAA","34-38",631,0.29471545,1.12307692,0.20231214,0.42196532,0.37572254,0.10769231,0.01538462,0.49425287,0.23563218,0.27011494,0.0841639,351,552,903,"6"
"Jerry Owens","CHW","AAA","25-35",1841,0.32902299,2.03448276,0.21115538,0.52888446,0.25996016,0.16858238,0.02681992,0.37427466,0.2688588,0.35686654,0.05584572,1863,3115,4978,"6002"
"Jose Constanza","CLE","A,A+,AA,AAA","22-32",4345,0.33694019,2.48991354,0.16855475,0.59320288,0.23824236,0.15273775,0.00720461,0.31239669,0.2753719,0.4122314,0.06847348,3788,7355,11143,"6003"
"Rey Navarro","ARI","A,A+,AA,AAA,R","17-28",5040,0.29260119,1.15943012,0.17602899,0.44240228,0.38156873,0.22862958,0.04884668,0.45611836,0.22843531,0.31544634,0.10065046,4540,10065,14605,"6008"
"Chris George","FLA","AAA","26-28",66,0.18918919,1,0.09090909,0.45454545,0.45454545,0.3,0,0.32,0.32,0.36,0.10743802,28,93,121,"601"
"Dirk Hayhurst","SDP","AA,AAA","25-27",29,0,1,0,1,0,0,0,0.5,0.5,0,0.51724138,3,26,29,"6010"
"Didi Gregorius","CIN","A,A+,AA,AAA,R","18-33",2413,0.30262453,1.145686,0.18088553,0.43736501,0.38174946,0.28995757,0.04526167,0.4174049,0.24075039,0.34184471,0.13828262,1942,4335,6277,"6012"
"Cristhian Adames","COL","A,A+,AA,AAA,R","16-27",4050,0.31960179,1.93234932,0.17394317,0.54435204,0.28170478,0.14637146,0.0701107,0.42504119,0.25370675,0.32125206,0.10600017,4121,7662,11783,"6013"
"Cody Clark","ATL","A,A+,AA,AAA","24-31",1650,0.27449324,0.90137615,0.16599598,0.39537223,0.43863179,0.25,0.06880734,0.47449471,0.23676612,0.28873917,0.09141459,1543,2953,4496,"6019"
"Nate Spears","CHC","A+,AA,AAA","21-29",3521,0.30289066,0.89285714,0.18309201,0.38533396,0.43157403,0.23917749,0.06277056,0.50089928,0.24820144,0.25089928,0.10572001,3291,5695,8986,"6026"
"Josh Anderson","HOU","AA,AAA","23-27",1870,0.32949932,2.77209302,0.16219008,0.61570248,0.22210744,0.21860465,0.02790698,0.41881188,0.24455446,0.33663366,0.08608961,1451,2858,4263,"6032"
"David Murphy","BOS","AA,AAA","24-34",1040,0.30687831,1.27941176,0.14364641,0.48066298,0.37569061,0.20588235,0.07352941,0.38356164,0.26027397,0.35616438,0.06217071,732,1166,1898,"6035"
"Ken Harvey","MIN","AAA,R","29-30",60,0.21428571,1.29411765,0.11363636,0.5,0.38636364,0.23529412,0.11764706,0.63636364,0.20454545,0.15909091,0.1875,49,127,176,"604"
"Matt Pagnozzi","STL","A+,AA,AAA","23-32",2589,0.28316478,1.19125683,0.19531773,0.43745819,0.36722408,0.23861566,0.07650273,0.48808757,0.23502898,0.27688345,0.11355912,3204,5329,8533,"6046"
"Michael Aubrey","CLE","A+,AA,AAA","24-29",1854,0.27722063,0.73765432,0.19051042,0.34363767,0.46585191,0.17901235,0.09567901,0.49894143,0.26040932,0.24064926,0.08247978,1953,3612,5565,"6049"
"Moises Sierra","TOR","A,A-,A+,AA,AAA,R","17-30",4729,0.33137012,1.64730729,0.1857746,0.50665801,0.30756739,0.156283,0.12249208,0.42098609,0.24115044,0.33786346,0.14259024,4492,8889,13381,"6050"
"Brad Snyder","CLE","AA,AAA,R","24-35",4073,0.36044591,1.00228833,0.19429098,0.40331492,0.40239411,0.13844394,0.16132723,0.45893502,0.27256318,0.26850181,0.13112602,5222,8490,13712,"6052"
"Matt Chico","WSN","AA,AAA","23-28",62,0.21428571,1.11111111,0.13636364,0.45454545,0.40909091,0.33333333,0,0.375,0.20833333,0.41666667,0.13829787,24,70,94,"6068"
"Raul Ibanez","PHI","AA,AAA","37-37",11,0.5,0.33333333,0,0.25,0.75,0,0,0.75,0.25,0,0.15217391,22,24,46,"607"
"Brendan Ryan","STL","A-,A+,AA,AAA","24-35",1390,0.2990099,1.35962145,0.16143498,0.48318386,0.35538117,0.24290221,0.03154574,0.43675676,0.24432432,0.31891892,0.09118808,1620,2942,4562,"6073"
"Casey McGehee","CHC","A,AA,AAA","23-33",2135,0.32768362,1.37,0.20134794,0.46166807,0.33698399,0.1575,0.075,0.4018227,0.23943662,0.35874068,0.09441888,1757,3242,4999,"6086"
"Byung-Hyun Kim","COL","AAA","27-28",11,0.2,2,0,0.66666667,0.33333333,0,0,0.28571429,0.42857143,0.28571429,0.05555556,3,15,18,"61"
"Aaron Hill","TOR","A+,AAA","29-35",67,0.38461538,0.6,0.2,0.3,0.5,0.35,0.05,0.475,0.25,0.275,0.09865471,87,136,223,"6104"
"Joe Wieland","SDP","AA,AAA","21-25",43,0.23809524,1.8,0.3,0.45,0.25,0.2,0,0.46153846,0.34615385,0.19230769,0.13986014,45,98,143,"6109"
"James Houser","FLA","AA,AAA","25-29",11,0.33333333,0.66666667,0.16666667,0.33333333,0.5,0.66666667,0,0.28571429,0.28571429,0.42857143,0.09615385,18,34,52,"6113"
"Virgil Vasquez","PIT","AAA","27-27",23,0.38461538,3.5,0.25,0.58333333,0.16666667,0,0,0.30769231,0.23076923,0.46153846,0.06521739,30,62,92,"6124"
"John Ely","LAD","AAA","24-26",105,0.19047619,2.09090909,0.12820513,0.58974359,0.28205128,0.36363636,0,0.21568627,0.43137255,0.35294118,0.22070845,80,287,367,"6132"
"Tony Gwynn Jr.","MIL","AAA,R","23-32",2147,0.33066009,1.60969388,0.175,0.50887097,0.31612903,0.18112245,0.01785714,0.47897196,0.23676012,0.28426791,0.05389981,2497,3811,6308,"6141"
"Brian Anderson","CHW","AAA","25-27",359,0.28634361,1.15217391,0.16455696,0.44725738,0.38818565,0.25,0.15217391,0.45081967,0.29918033,0.25,0.12810559,467,821,1288,"6144"
"Donzell McDonald","MEX","AAA","31-35",2195,0.3779473,1.04140787,0.21870048,0.39857369,0.38272583,0.26086957,0.08695652,0.4743295,0.2559387,0.2697318,0.07484909,3171,4284,7455,"615"
"Eduardo Escobar","BAL/CHW","A,A+,AA,AAA,R","17-33",2753,0.32995438,1.52006689,0.17243273,0.49917628,0.32839099,0.1638796,0.03177258,0.37345679,0.24125514,0.38528807,0.17001235,1755,4721,6476,"6153"
"Travis Denker","LAD","A,A+,AA,AAA","20-31",3995,0.29944751,0.87855787,0.17808219,0.38439186,0.43752594,0.22865275,0.08728653,0.4723127,0.21579805,0.31188925,0.09069946,4460,7249,11709,"6155"
"Cole Garner","COL","A,A+,AA,AAA","21-30",2865,0.35551858,1.25092251,0.19098143,0.44960212,0.35941645,0.20110701,0.12730627,0.4534361,0.23635196,0.31021195,0.18086518,2411,5125,7536,"616"
"Irving Falu","KCR","A+,AA,AAA","23-35",6065,0.30297474,1.85987261,0.18103055,0.53260374,0.28636571,0.17197452,0.03742038,0.47454265,0.25258982,0.27286753,0.06143229,6517,11222,17678,"6165"
"Albert Suarez","SFG","AAA","26-28",21,0,8,0,1,0,0,0,0.8,0.1,0.1,0.23529412,22,46,68,"6175"
"Scott Baker","LAD","AAA","33-33",13,0.22222222,1,0.25,0.375,0.375,0,0,0.55555556,0.22222222,0.22222222,0.13333333,12,33,45,"6176"
"Tony Sanchez","PIT","A,A-,A+,AA,AAA","21-31",3344,0.31007752,1.3289987,0.19686099,0.45829596,0.34484305,0.18855657,0.08842653,0.4596137,0.25373134,0.28665496,0.11339843,4490,6877,11367,"6178"
"J.D. Martinez","HOU","A,A-,A+,AA,AAA,R","21-35",1521,0.36363636,1.17994859,0.23327306,0.41500904,0.3517179,0.14652956,0.14395887,0.42590949,0.24312334,0.33096717,0.14157358,1364,2754,4118,"6184"
"Ian Kinsler","TEX","AA,AAA","24-31",96,0.24657534,0.5,0.175,0.275,0.55,0.27272727,0,0.46341463,0.26829268,0.26829268,0.06349206,78,111,189,"6195"
